,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
10,2019-12-07 10:02:20,3554849923339851,fraud_Pouros-Haag,shopping_pos,4.92,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1948-05-01,b26d1e82c0f75935552dab1158551a70,1354874540,35.154257,-97.289262,0
11,2020-01-07 15:27:09,6592243974328236,"fraud_Baumbach, Feeney and Morar",shopping_net,1039.82,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,62a74aed988da6fbd81d8d2e8ab65104,1357572429,33.248083,-86.543172,1
12,2019-04-18 22:07:52,60422928733,"fraud_Reichert, Huels and Hoppe",shopping_net,877.57,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,5a6877b96c241013208ac97bd1622b70,1334786872,34.106508000000005,-81.443896,1
13,2019-07-22 03:34:31,676148621961,fraud_DuBuque LLC,grocery_pos,326.71,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1962-11-18,d911828d489987b9f114ad6987662b32,1342928071,38.434962,-90.414142,1
14,2019-11-03 06:43:55,180042946491150,fraud_Luettgen PLC,gas_transport,73.97,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,c483fbf89e58e72899e72d0305ee6c0a,1351925035,27.250546000000003,-81.803816,0
15,2020-01-26 07:32:59,3564182536169293,fraud_Volkman-Predovic,shopping_net,7.7,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,95212510991f0a7d65feeb0426c0a099,1359185579,40.360059,-82.783691,0
16,2019-09-23 22:43:38,4457732997086323466,fraud_Ratke and Sons,health_fitness,18.74,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,bda6a0bdbd7aa5c8125dcfed2e058ed2,1348440218,38.739669,-121.39193600000002,1
17,2019-12-23 04:55:17,571365235126,"fraud_Christiansen, Goyette and Schamberger",gas_transport,76.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,73a7f44f502482660de1dc0867521718,1356238517,44.019149,-86.11320699999999,0
18,2020-06-08 22:26:10,4653178848915023204,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1004.21,Robert,Hall,M,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657,Clinical psychologist,1987-04-29,4bc422d59b0f2451e31e9a088913818a,1370730370,37.076458,-82.015997,1
19,2019-07-03 07:40:27,379897244598068,fraud_Dibbert and Sons,entertainment,2.25,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,1930-02-28,7bf5ae1e50008180747f89c3eb48dd07,1341301227,37.331001,-85.592046,0
20,2020-06-13 08:42:09,3587960728692500,fraud_Ledner-Pfannerstill,gas_transport,33.52,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,0c11d8ced67ed3c7a9128c4f67623110,1371112929,41.705517,-96.102795,0
21,2019-08-08 23:32:19,2287277963630565,fraud_Pacocha-Bauch,shopping_pos,910.37,Calvin,Molina,M,046 Michelle Fort Suite 314,Medford,NY,11763,40.8174,-72.9852,28506,Forest/woodland manager,1939-04-13,c7d29fac73920b33bddc8f5ef81cb6c7,1344468739,40.137257,-72.210188,1
22,2019-12-10 03:33:01,377654590313960,"fraud_Casper, Hand and Zulauf",grocery_pos,303.25,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1969-02-22,2d6b05af9ed40439e6b61c56c754c8f0,1355110381,36.335891,-84.58175,1
23,2019-07-02 14:31:53,3508104404056005,fraud_Mohr-Bayer,shopping_net,1116.11,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,929d9a59bf8f400ddc243b201aa84527,1341239513,41.818345,-88.842274,1
24,2019-09-23 22:34:59,2610529083834453,fraud_Quitzon-Goyette,home,266.38,Tanya,Dickerson,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1994-07-27,70f902cc37fb6e4a52c343b415d287f3,1348439699,35.583763,-86.99526999999999,1
25,2019-10-18 22:48:02,38199021865320,fraud_Haag-Blanda,food_dining,57.01,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,6e222f626b54481ee4500069bf0224d5,1350600482,42.344201,-71.52208,0
26,2019-06-10 12:19:27,675945690716,fraud_Beier and Sons,home,28.15,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,e38f246dd0fda3378e98d4a55d1a3cb8,1339330767,41.764779,-80.818438,0
27,2019-06-05 22:06:32,4169759661243568,"fraud_Koss, McLaughlin and Mayer",food_dining,107.33,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,e86b894dc29ea4f9a0acab7b778f4461,1338933992,40.567973,-76.76307800000001,1
28,2019-01-08 18:21:23,2712209726293386,fraud_Pacocha-Bauch,shopping_pos,168.39,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,2485d4ac8fed8181994884c272fd7dfd,1326046883,29.409644,-90.574651,0
29,2020-05-19 21:15:56,3556613125071656,"fraud_Zboncak, Rowe and Murazik",shopping_net,6.65,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,322eedc2da061d4349d2c895fc77f781,1368998156,29.69424,-95.445016,0
30,2019-06-15 22:07:34,639030014711,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,75.27,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1982-08-01,088e825c42cb9fdf2722574108d5ee5f,1339798054,38.108831,-89.217777,0
31,2019-08-03 16:46:45,3560318482131952,fraud_Ruecker-Mayert,kids_pets,18.11,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,974ae65fca36c9326f1e94ad42e380d2,1344012405,34.967859000000004,-86.694301,0
32,2020-04-03 17:54:44,345832460465610,"fraud_Kerluke, Considine and Macejkovic",misc_net,771.85,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,590ef013c120f88c3147cf26ae7f9cfe,1365011684,39.504845,-76.472489,1
33,2019-01-09 23:48:27,4859525594182537,"fraud_Yost, Schamberger and Windler",kids_pets,18.24,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,49a760148e23714e83cdddec137d0644,1326152907,42.98702,-75.53230400000001,1
34,2020-04-21 14:25:19,3598215285024754,fraud_Hills-Witting,shopping_net,5.38,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,c0b1aa5b77162a9297bff08ca6c29078,1366554319,40.669666,-74.061639,0
35,2020-04-10 21:48:25,4147608975828480,"fraud_Douglas, Schneider and Turner",shopping_pos,727.58,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,d0cce5aec390b3e9adcbde324aaadac8,1365630505,44.24221,-95.739052,1
36,2019-06-10 19:13:02,213186334552049,"fraud_Cormier, Stracke and Thiel",entertainment,53.65,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,bf37ed080ca902ea5413f46e2c806ee6,1339355582,41.065954,-79.309823,0
37,2019-09-28 08:26:46,344342339068828,fraud_Kilback LLC,grocery_pos,102.28,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,cbd3b29f53b1947b35b5ef85430c5583,1348820806,32.045095,-81.04627099999999,0
38,2019-03-27 13:01:16,4859525594182537,fraud_Rau-Robel,kids_pets,44.52,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,5f2dfe8dd64052d3450696ab941d96ca,1332853276,41.724666,-74.41624200000001,0
39,2020-05-10 23:19:40,2229824890647120,fraud_Fisher Inc,shopping_net,967.36,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,141ec014e475699ae8b19bedba8d4e61,1368227980,29.556669,-90.541808,1
40,2019-03-19 22:48:15,38295635583927,fraud_Quitzon-Goyette,home,257.87,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,5275f9824abe27acadfed52b9dd78345,1332197295,32.926572,-100.307446,1
41,2020-06-03 22:18:16,3566875419572867,"fraud_Schumm, Bauch and Ondricka",grocery_pos,287.38,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1991-01-31,f3afb6c10e4006182f3fbfef02314cd1,1370297896,44.89283,-72.417955,1
42,2019-09-01 22:59:10,3537797820923602,fraud_Macejkovic-Lesch,shopping_pos,927.42,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584,Medical technical officer,1969-03-20,0a3ffcc57b646171328b147bc6730ed5,1346540350,47.306774,-121.194527,1
43,2019-03-12 23:55:37,4500002361389,fraud_Price Inc,shopping_net,1028.46,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,56e617f131139dd6e7cf17c5e78adda8,1331596537,37.698099,-76.15738499999999,1
44,2019-09-24 03:57:36,2610529083834453,fraud_Friesen Inc,shopping_pos,760.76,Tanya,Dickerson,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1994-07-27,6f7d008043b144d95f471d5e64d4840b,1348459056,36.972761,-87.430559,1
45,2019-12-19 22:35:32,2291163933867244,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1094.81,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,6a81c5483291375dc6efc1598bd68a40,1355956532,33.372727000000005,-81.831216,1
46,2019-12-03 11:48:08,4800395067176717,"fraud_Connelly, Reichert and Fritsch",gas_transport,91.2,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,3b465213d659e8b4b85bd890e148bf09,1354535288,40.843837,-97.076329,0
47,2019-04-30 10:22:25,4457732997086323466,"fraud_Kerluke, Kertzmann and Wiza",misc_net,98.57,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,6a42295013cdfb6999f71c80c45b7b82,1335781345,38.336926,-121.000826,0
48,2019-10-10 22:44:21,568279015842,fraud_Doyle Ltd,grocery_pos,274.37,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,1991-05-01,f3e130284c0f9ed122a468ae532519db,1349909061,45.94918,-96.501172,1
49,2019-12-25 08:44:22,36581538659449,fraud_Smitham-Schiller,grocery_net,17.0,Brandon,Bridges,M,957 Miller Falls,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,1991-01-28,097e0ec15ac7337641ae486dc437dadc,1356425062,34.819321,-85.40326800000001,0
50,2020-03-22 22:36:53,3512365128314616,fraud_Douglas-White,entertainment,8.47,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,a019f971caceb36a7e208df7ebae3def,1363991813,39.092796,-90.208161,0
51,2019-05-17 23:03:42,340103199302564,fraud_Kuhic LLC,shopping_net,1069.41,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1934-02-09,74686c734e410611ffa4ba3c438cfdcb,1337295822,35.187093,-79.304202,1
52,2019-08-17 03:27:48,3551217896304745,fraud_Bauch-Raynor,grocery_pos,215.86,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,3d31c13faeafacec6a7535ead6d80bfd,1345174068,43.832826,-74.679076,0
53,2019-03-04 22:26:45,30407675418785,fraud_Bernhard-Lesch,food_dining,117.22,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,cb26102e4deef0355d7f77447e70611c,1330900005,41.421833,-77.000496,1
54,2020-05-16 18:36:19,180068353086472,fraud_Connelly PLC,food_dining,167.12,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",1976-09-17,ce0b7592fe13395710efa980dc2b5909,1368729379,34.582837,-117.773206,0
55,2019-11-08 22:55:33,3547560454237873,fraud_Cormier LLC,shopping_net,1210.19,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,ebd48a884f4e2aca501138ff574e7ef7,1352415333,45.390227,-85.996178,1
56,2020-02-09 17:39:29,377993105397617,fraud_Stiedemann Ltd,food_dining,45.73,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,08cb1414aeedf7b980c7b16b9643db6f,1360431569,44.870971,-87.723084,0
57,2019-06-23 03:03:58,3517527805128735,fraud_Mohr Inc,shopping_pos,973.94,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,be6b6de09b0a781d2aac0824419b11be,1340420638,42.12266,-88.673282,1
58,2020-06-07 17:54:27,6011109736646996,"fraud_Hodkiewicz, Prohaska and Paucek",travel,3.0,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,d9e97dc898a1e50b9bf97e84042af8c4,1370627667,33.688699,-77.616787,0
59,2020-05-03 02:17:05,340214844585279,fraud_Wolf Inc,grocery_pos,314.01,Brenda,Norris,F,20788 Johnson Crest,Wartburg,TN,37887,36.1016,-84.5652,7511,Further education lecturer,1943-08-04,3d5f6a312f61ae009b483987a2b95e0e,1367547425,35.761266,-85.43514,1
60,2019-10-14 00:34:58,213113338379864,fraud_Kuhic Inc,grocery_pos,289.18,Larry,Vaughan,M,83555 Melinda Spurs,Kingsville,MD,21087,39.4558,-76.4147,5451,Science writer,1961-12-05,524ba054bf5636a79e6389cd3ea9516d,1350174898,40.273436,-75.694999,1
61,2019-01-28 02:20:37,4134456652433447,fraud_Bauch-Raynor,grocery_pos,80.82,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,41fb1799f895357ecd98dbcd76222fb0,1327717237,41.276416,-73.387968,0
62,2020-03-19 01:11:42,3598014571045296,"fraud_Kihn, Abernathy and Douglas",shopping_net,1019.02,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,2a290630b3ab93f8675aa605a1fcdaca,1363655502,36.000972999999995,-77.488262,1
63,2019-03-02 23:11:08,60416207185,fraud_Parker-Kunde,personal_care,20.41,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,293c908b5276ad02a86756e30f494a62,1330729868,42.132393,-109.69482,1
64,2019-12-02 23:14:14,30364087349027,fraud_Boyer-Reichert,shopping_net,1013.22,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,fec3e3238d6b6c2edbefbd09aff3973b,1354490054,35.526011,-95.937528,1
65,2019-09-14 19:49:53,3524574586339330,fraud_Kautzer and Sons,personal_care,56.2,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,73c86db07b1f45c60aa703735400a198,1347652193,28.053218,-81.297898,0
66,2019-08-30 02:57:27,30596478689301,fraud_Lockman Ltd,grocery_pos,284.62,Daniel,Graham,M,28223 Ward Summit Apt. 664,Arvada,CO,80005,39.8422,-105.1097,122111,Hotel manager,1987-05-23,0b98c7f26e752cb9816029299b01c13b,1346295447,40.577532,-105.410596,1
67,2019-08-31 00:50:06,3537797820923602,"fraud_Lockman, West and Runte",grocery_pos,298.96,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584,Medical technical officer,1969-03-20,d3aba2a491b1dfaf9325857fef3e6758,1346374206,46.770909,-120.547567,1
68,2019-01-09 01:10:10,370877495212014,"fraud_Rippin, Kub and Mann",misc_net,6.19,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,49ca2d01790b33345d4a84230b1f4efe,1326071410,36.867485,-81.867987,0
69,2020-02-20 01:36:00,3533177016567295,fraud_DuBuque LLC,grocery_pos,339.39,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,11c4706bfc049c874e04af1288367f59,1361324160,40.522675,-96.094116,1
70,2019-03-25 23:00:18,4585132874641,"fraud_Haley, Batz and Auer",health_fitness,18.2,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,9391e8422987d84542b14f83b805a1ff,1332716418,40.32552,-92.923807,1
71,2019-12-29 15:01:22,4715741951931168360,fraud_Hills-Witting,shopping_net,957.75,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941-03-30,971e95727ad1e6091759ae5d46f78386,1356793282,37.260868,-95.831815,1
72,2020-04-06 02:10:37,4476840372112,"fraud_Herman, Treutel and Dickens",misc_net,3.82,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,13c7769efc6313f9d762975e452d303e,1365214237,34.445492,-85.68764300000001,0
73,2019-03-08 13:17:07,2296006538441789,"fraud_Daugherty, Pouros and Beahan",shopping_pos,502.73,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,05a56114a12929598b193a82cd45d1a2,1331212627,41.127902,-74.152457,0
74,2019-12-09 22:34:25,4681601008538160,fraud_Gerhold LLC,home,32.39,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,616d583ee8ebeca664b5b5a350608457,1355092465,40.737092,-80.884182,0
75,2019-06-07 07:22:03,3504178999463051,fraud_Dach-Nader,misc_net,22.11,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,fb0b4cd02b635971994b067f0d9feca8,1339053723,41.339005,-83.505772,0
76,2019-08-25 23:35:53,4168696938629925,"fraud_Streich, Dietrich and Barton",shopping_net,860.69,Kevin,Hawkins,M,92811 Jared Spur Apt. 345,Melville,NY,11747,40.7946,-73.403,19803,Police officer,1998-12-29,828374eda04ce5df225571e6014c7162,1345937753,41.180406,-74.255013,1
77,2020-03-14 08:38:41,5501083170975659,fraud_Prohaska-Murray,gas_transport,73.62,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,201b99bc257471d251229dcb67d3b977,1363250321,40.533255,-81.495937,0
78,2020-01-12 23:26:26,6554245334757802,"fraud_Quitzon, Green and Bashirian",shopping_pos,1132.52,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,3c10f2c654a2a03dd15b8d0a1fc1df39,1358033186,33.670563,-117.634444,1
79,2019-09-12 04:50:34,6011679934075347,fraud_Heidenreich PLC,grocery_pos,100.2,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1974-04-16,5aaee5e3c990e217fb2042f7eeaa3136,1347425434,41.475894,-106.151184,0
80,2019-11-23 20:16:58,4301028321766222513,fraud_Zboncak LLC,food_dining,61.13,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,08fd5366c5c49a16c7fa4f42e37f5203,1353701818,39.903498,-79.427401,0
81,2019-06-08 19:18:21,374656033243756,fraud_Christiansen-Gusikowski,misc_pos,5.81,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,7d2f0c8fd52468f2f491830601600d65,1339183101,38.546289,-76.992077,0
82,2019-01-19 15:19:27,4839615922685395,fraud_Schroeder Group,health_fitness,24.47,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,2a7f3504e103e6d47b71b80632c2acc2,1326986367,38.92246,-85.772124,0
83,2019-03-14 22:03:46,4659625317833446364,"fraud_Ruecker, Beer and Collier",shopping_net,948.12,Richard,Moore,M,56261 Keith Plaza,Clinton,IN,47842,39.6591,-87.4208,10085,Hospital doctor,1964-11-18,4308a564639a8598a2594e1d9f8dd250,1331762626,39.128731,-87.747153,1
84,2019-08-26 05:53:36,3531129874770000,fraud_Thiel PLC,misc_pos,7.52,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,2ec3de9d99b248192a503c05867e78cf,1345960416,42.882571,-72.60009699999999,1
85,2019-10-14 03:41:18,6569097840281287,"fraud_Lind, Huel and McClure",gas_transport,11.68,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,e64d10abd181e77b11eb8f7043084e17,1350186078,39.099754,-105.575511,1
86,2020-01-01 21:42:21,630451534402,fraud_Jacobi and Sons,shopping_pos,2.34,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,12e6f1d1c3035c09b688ae0310249ce5,1357076541,47.314213,-87.15146899999999,0
87,2019-04-09 22:52:13,3519607465576254,fraud_Kerluke PLC,misc_net,910.76,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,ad4e5839daa85153ba7e8d2c859ecf59,1334011933,41.45075,-124.560402,1
88,2019-12-12 15:16:36,4509922033272157,fraud_Hoppe-Parisian,kids_pets,203.62,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,fd2b4d13e930556c24ac2c292faca804,1355325396,43.108362,-97.091891,0
89,2020-05-25 02:25:50,2706977570537524,fraud_Rutherford-Mertz,grocery_pos,264.75,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,74ee27dfefa8ab391d21be45ee6bdea0,1369448750,39.05347,-82.327048,1
